Transcript/RepeatID	chr	start	end	strand	Length	Copies	Annotation/Divergence	B_53A_GSM1153526.CvsH	FPKM	B_CL7B-P12_GSM1153525.CvsH	FPKM	B_PR01086_iPSC-1_A_GSM1153521.CvsH	FPKM	B_PR01086_iPSC-1_B_GSM1153523.CvsH	FPKM	C_PR00818_iPSC-2_A_GSM1153514.CvsH	FPKM	C_PR00818_iPSC-2_B_GSM1153516.CvsH	FPKM	C_PR01209_iPSC-1_A_GSM1153517.CvsH	FPKM	C_PR01209_iPSC-1_B_GSM1153519.CvsH	FPKM	H_ADRC-40_iPSC-2_A_GSM1153507.CvsH	FPKM	H_ADRC-40_iPSC-2_B_GSM1153501.CvsH	FPKM	H_ESC_H1_GSM1153529.CvsH	FPKM	H_ESC_HUES-6_GSM1153528.CvsH	FPKM	H_GM22159_WT-9_iPSC_GSM1153512.CvsH	FPKM	H_WT-126_iPSC_GSM1153513.CvsH	FPKM	H_WT-33_iPSC-1_A_GSM1153510.CvsH	FPKM	H_WT-33_iPSC-1_B_GSM1153509.CvsH	FPKM	c1.CvsH.hg19	FPKM	c2.CvsH.hg19	FPKM	h1.CvsH.hg19	FPKM	h2.CvsH.hg19	FPKM
Merged-chr5-107889268-7	chr5	107886947	107891494	+	4547	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.31	1.256	1.237	1.717	1.716	3.053	1.891	1.289	0.424	0.537	1.061	0.332	0.162	1.093	0.758	0.585	1.157	0.405	0.854	0.49																				
Merged-chr21-18269808-4	chr21	18268234	18271358	+	3124	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.272	0.046	0.353	0.032	0.342	0.451	0.389	0.427	0	0	0.04	0	0	0.018	0	0	2.55	1.416	0.024	0.014																				
Merged-chr3-150319486-3	chr3	150317906	150321027	+	3121	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.006	0	0	0.031	0.011	0	0.081	0.013	0.026	0.03	0.027	0.024	0.054	0.027	0.048	0.014																				
Merged-chr6-98231092-8	chr6	98226593	98233974	+	7381	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.528	0.206	0.581	0.22	0.747	1.411	1.072	0.697	1.242	0.643	1.221	0.793	1.037	2.013	1.321	1.251	0.838	0.392	1.904	0.842																				
Merged-chr8-120887691-3	chr8	120886499	120888945	-	2446	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0.004	0																				
Merged-chr12-127641082-7	chr12	127638274	127643380	+	5106	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0.021	0.012	0	0	0	0	0	0.006	0	0.004																				
Merged-chr4-17002765-8	chr4	16998595	17006323	+	7728	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.301	0.037	0.341	0.073	0.482	0.886	0.665	0.506	0.49	0.653	0.993	0.354	0.781	2.024	1.202	1.008	0.29	0.168	2.433	3.158																				
Merged-chr8-80300391-8	chr8	80297557	80304703	-	7146	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.508	0.095	0.314	0.06	0.416	0.473	0.35	0.493	0.299	0.11	0.513	0.11	0.178	0.341	0.156	0.202	0.604	0.251	0.41	0.318																				
Merged-chr10-118243975-7	chr10	118239391	118246826	+	7435	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.024	0.133	0.053	0.058	0.045	0.055	0.093	0.051	0.002	0.003	0.017	0.003	0.006	0.01	0.006	0	0.135	0.064	0.007	0.006																				
Merged-chr16-19005405-10	chr16	19000443	19009588	-	9145	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.02	0.017	0.004	0.018	0.022	0.009	0.005	0.01	0	0	0	0.004	0	0.002	0.002	0	0.014	0.005	0.005	0																				
Merged-chr4-154978816-3	chr4	154976902	154981212	+	4310	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.004	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr10-91842874-8	chr10	91840000	91847323	-	7323	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.886	0.496	3.282	0.653	2.952	7.018	4.669	2.948	0.237	0.267	0.708	0.508	0.439	1.132	0.929	0.42	1.878	2.328	1.608	0.545																				
Merged-chr7-6988815-5	chr7	6987030	6990762	-	3732	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.005	0.021	0	0.01	0.029	0.018	0.026	0	0	0	0.005	0	0	0.011	0	0.026	0.022	0.009	0																				
Merged-chr1-55491783-6	chr1	55487605	55494801	+	7196	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.68	0.072	1.804	0.065	3.36	3.338	3.014	3.88	0.695	0.637	1.679	0.347	0.404	1.723	0.847	0.908	3.526	1.282	1.076	0.818																				
Merged-chr2-150972948-7	chr2	150968457	150975851	+	7394	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.321	0.007	0.293	0.027	0.347	0.363	0.239	0.271	0.005	0	0.005	0.008	0	0.008	0	0	0.374	0.189	0	0.009																				
Merged-chr10-92058398-8	chr10	92053955	92061264	+	7309	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.17	0.259	0.958	0.418	1.014	2.083	1.406	0.952	0.853	0.375	3.057	0.162	3.992	0.96	0.79	0.795	0.394	0.352	8.678	7.864																				
Merged-chr16-65310918-8	chr16	65308375	65313899	-	5524	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.113	0.183	0.078	0.162	0.277	0.29	0.461	0.233	0.16	0.125	0.311	0.044	0.244	0.674	0.43	0.289	0.217	0.294	2.641	1.57																				
Merged-chr5-160672332-4	chr5	160670365	160674009	+	3644	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.025	0	0.011	0	0.01	0.006	0	0	0	0	0	0	0	0.005	0	0	0.008	0.006	0.009	0																				
Merged-chr6_dbb_hap3-523535-2	chr6_dbb_hap3	522290	524780	-	2490	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr1-232257574-8	chr1	232253086	232260466	+	7380	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.382	0.153	0.341	0.171	0.475	0.96	0.463	0.374	1	1.008	4.235	1.101	1.092	2.899	1.805	1.714	0.856	0.23	4.344	2.468																				
Merged-chr12-79235111-4	chr12	79233624	79236479	-	2855	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.031	0.003	0.028	0.07	0.065	0.114	0.12	0.05	0.036	0	0.032	0.007	0.021	0.026	0.022	0.027	0.562	0.241	0.004	0																				
Merged-chr20-880101-9	chr20	876696	883055	+	6359	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0																				
Merged-chr7-139150354-9	chr7	139145410	139154260	+	8850	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.003	0.027	0	0.008	0.002	0.005	0.011	0.018	0	0.053	0.009	0.005	0.017	0	0	0.017	0.019	0.048	0.031																				
Merged-chr6-117985926-2	chr6	117984703	117987149	-	2446	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.073	0.09	0.096	0.081	0.128	0.168	0.112	0.117	0.327	0.236	0.362	0.329	0.309	0.282	0.386	0.497	0.08	0.064	0.564	0.435																				
Merged-chrX-97781354-8	chrX	97778469	97785843	-	7374	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.336	0.345	1.248	0.27	1.321	1.677	1.362	1.086	0.471	1.081	0.799	0.12	0.516	3.187	1.553	1.36	1.312	0.514	3.259	1.331																				
Merged-chr3-21422069-9	chr3	21418602	21425243	-	6641	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.02	0.004	0	0.01	0.106	0.033	0.035	0.036	0.005	0.01	0.014	0	0	0.006	0.006	0	0.019	0.005	0.005	0.018																				
Merged-chr1-53893443-7	chr1	53889223	53896486	+	7263	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.284	0.376	0.211	0.192	0.234	0.352	0.319	0.21	0.014	0.006	0.022	0.011	0.011	0.11	0.038	0.037	0.195	0.1	0.058	0.021																				
Merged-chr15-88378154-7	chr15	88373562	88381028	+	7466	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.27	0.348	0.211	0.378	0.464	0.609	0.464	0.357	0.03	0.022	0.065	0.035	0.049	0.095	0.051	0.031	0.381	0.155	0.114	0.082																				
Merged-chr3-72077297-4	chr3	72075724	72078848	+	3124	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.043	0.032	0.025	0.011	0.1	0.028	0.088	0.031	0	0	0.058	0.019	0.02	0.012	0.04	0.036	0.359	0.12	0.11	0.025																				
Merged-chr3-170390725-4	chr3	170389171	170392301	-	3130	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.014	0.008	0.025	0	0.029	0.014	0.029	0	0	0	0.012	0	0	0.012	0	0	0.035	0.02	0	0																				
Merged-chr6-63505153-8	chr6	63500753	63508151	+	7398	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.001	0	0.009	0.11	0.056	0.081	0.039	0.016	0	0.01	0.003	0.011	0.008	0	0	0.004	0	0.003	0																				
Merged-chr1-79956311-8	chr1	79953497	79960601	-	7104	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.044	0.05	0.066	0.023	0.28	0.354	0.203	0.154	0.169	0.065	0.216	0.042	0.043	0.102	0.047	0.016	0.24	0.237	0.05	0.017																				
Merged-chr1-227023662-5	chr1	227020424	227026888	+	6464	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0.007	0.031	0	0	0.043	0.01	0.006	0	0	0.033	0.027																				
Merged-chr3-179238275-14	chr3	179232286	179244941	+	12655	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.06	0.029	0.05	0.024	0.08	0.108	0.105	0.053	0.001	0.013	0.01	0.002	0	0.009	0.002	0	0.051	0.13	0.017	0.006																				
Merged-chr4-9109201-5	chr4	9107255	9110986	+	3731	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.01	0.029	0.006	0	0	0	0	0	0	0	0	0	0.008	0.003	0.032	0.024																				
Merged-chr2-60647598-8	chr2	60643769	60650385	+	6616	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.115	0.031	0.208	0.03	0.51	0.619	0.392	0.31	0.22	0.24	0.699	0.043	0.148	0.476	0.349	0.23	0.605	0.719	1.105	1.775																				
Merged-chr9-77968747-8	chr9	77965266	77973285	-	8019	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.006	0	0	0.108	0.016	0.003	0	0	0	0	0.003	0	0	0	0	0.006	0.003	0	0																				
Merged-chrX-63874519-4	chrX	63871085	63878296	+	7211	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.137	0.04	0.065	0.014	0.059	0.048	0.045	0.013	0.01	0	0.033	0	0	0.01	0.009	0.011	0.12	0.045	0.03	0.006																				
Merged-chr13-61780211-2	chr13	61779016	61781406	+	2390	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.011	0	0.014	0.108	0.118	0.029	0.12	0.022	0	0.023	0	0.009	0.016	0.009	0.032	0.07	0.009	0.014	0																				
Merged-chr10-3039699-3	chr10	3037745	3041322	-	3577	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.005	0.012	0.006	0	0.005	0	0	0	0	0	0.006	0	0	0	0	0																				
Merged-chrY-7369058-2	chrY	7367848	7370268	+	2420	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.035	0	0.041	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0																				
Merged-chr6-78375011-2	chr6	78373086	78376937	-	3851	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.128	0.075	0.153	0.06	0.35	0.433	0.149	0.198	0.05	0	0.108	0.047	0.058	0.063	0.06	0.059	0.227	0.043	0.109	0.06																				
Merged-chr5-100654112-9	chr5	100650144	100657096	+	6952	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.064	0.028	0.017	0.014	0.045	0.193	0.03	0.062	0.005	0	0.018	0.003	0.003	0.011	0.012	0.005	0.064	0.01	0.008	0.033																				
Merged-chr5-28050723-8	chr5	28047202	28053175	+	5973	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.06	0	0.079	0	0.21	0.16	0.177	0.12	0	0	0.003	0	0	0	0	0	0	0	0	0																				
Merged-chr21-18497950-9	chr21	18492984	18501038	+	8054	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.02	0	0.025	0.025	0.011	0.006	0.012	0.006	0.003	0.027	0	0	0.002	0	0	0.001	0.003	0.008	0.003																				
Merged-chr1-80106507-8	chr1	80103648	80110970	-	7322	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.538	0.038	0.483	0.018	0.632	0.887	0.62	0.469	0.021	0.003	0.007	0	0.008	0.015	0.017	0.021	0.348	0.176	0.056	0.024																				
Merged-chr3-155001532-4	chr3	154999800	155003403	-	3603	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.005	0.006	0	0	0.01	0.096	0	0	0	0.036	0	0.053	0	0	0.027	0.046																				
Merged-chr20-38725289-9	chr20	38720967	38728433	+	7466	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.342	0.088	0.2	0.076	0.593	1.082	0.845	0.383	0.705	0.191	5.03	0.401	0.236	0.878	0.599	0.448	0.196	0.19	1.181	0.709																				
Merged-chr6-110179027-7	chr6	110176182	110183576	-	7394	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.351	0.57	0.41	0.314	0.501	0.445	0.403	0.419	0.195	0.093	0.32	0.25	0.576	0.31	0.315	0.216	0.803	0.208	0.175	0.175																				
Merged-chr13-38545214-7	chr13	38542344	38549614	-	7270	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.413	0.086	0.243	0.078	0.375	0.423	0.268	0.38	0.007	0.006	0.107	0.006	0.006	0.061	0.038	0.021	0.682	0.447	0.126	0.094																				
Merged-chr2-71386149-6	chr2	71384122	71388318	-	4196	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.021	0.04	0.009	0.04	0.044	0.083	0.033	0.045	0.017	0	0.043	0.034	0.02	0	0.005	0.009	0.026	0.06	0.003	0.029																				
Merged-chr20-37221796-4	chr20	37220243	37223358	-	3115	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.029	0.005	0.013	0	0.018	0.028	0.022	0.015	0.022	0.015	0	0	0	0.012	0	0	0.032	0.017	0.003	0																				
Merged-chr8-12340661-6	chr8	12338512	12343310	-	4798	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.019	0.008	0.055	0.042	0.063	0.014	0.04	0.043	0.029	0.049	0.05	0.038	0.035	0.053	0.095	0.08	0.033	0.142	0.245																				
Merged-chr4-9644289-7	chr4	9639770	9647180	+	7410	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.066	0.015	0.005	0	0.05	0.067	0.056	0.103	0.047	0.003	0.041	0.062	0.017	0.023	0.017	0.021	0.608	0.249	0.032	0.052																				
Merged-chr6-114333413-3	chr6	114332147	114334664	-	2517	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.053	0.013	0.031	0.013	0.088	0.069	0.055	0.057	0.007	0	0.043	0	0.024	0	0	0	0.43	0.17	0.004	0.009																				
Merged-chr2-154391791-4	chr2	154390255	154393305	-	3050	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.103	0.058	0.026	0.054	0.327	0.469	0.323	0.125	0.268	0.181	0.971	0.099	0.215	0.635	0.434	0.274	0.193	0.096	1.004	0.832																				
Merged-chr5-103399936-3	chr5	103398560	103401270	-	2710	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.017	0.003	0	0.012	0.02	0.056	0.008	0	0.013	0	0.04	0.007	0.03	0.034	0	0	0	0	0.036	0.037																				
Merged-chr1-94296771-2	chr1	94295098	94298444	+	3346	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0.006	0	0.029	0.022	0.016	0.007																				
Merged-chr3-125966734-2	chr3	125965394	125968074	+	2680	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.033	0.057	0.029	0.012	0	0	0	0.036	0	0	0.04	0	0.031	0.014	0	0	0.007	0.008	0.008	0.025																				
Merged-chr2-38309999-8	chr2	38307143	38314455	-	7312	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.361	0.303	0.258	0.259	0.479	0.853	0.602	0.45	0.363	0.088	0.153	0.074	0.034	0.16	0.149	0.109	0.233	0.258	0.55	0.361																				
Merged-chr7-92108913-2	chr7	92107704	92110122	-	2418	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.007	0	0.027	0.008	0	0	0	0	0	0.045	0	0.017	0.008	0	0	0	0.026	0.009	0																				
Merged-chr15-94011869-3	chr15	94010358	94013417	-	3059	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.003	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr6-159309143-4	chr6	159306750	159311015	-	4265	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.004	0	0	0	0	0	0	0.005	0	0.009	0	0	0	0	0	0.003																				
Merged-chr1-32901585-8	chr1	32897144	32904439	+	7295	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.147	0.038	0.2	0.027	0.182	0.202	0.327	0.163	0.05	0.051	0.198	0.022	0.028	0.268	0.193	0.276	0.21	0.091	0.058	0.027																				
Merged-chr19-9650706-3	chr19	9649233	9652178	+	2945	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.502	0.806	0.614	0.53	0.833	0.89	0.95	0.55	0.2	0.376	0.337	0.382	0.313	0.24	0.421	0.452	1.686	1.516	0.546	0.233																				
Merged-chr9-45715823-5	chr9	45713528	45717992	-	4464	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0																				
Merged-chr14-41990293-4	chr14	41988723	41991859	+	3136	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.757	0.544	0.652	0.445	0.782	0.994	0.812	0.623	0.133	0.022	1.1	0.141	0.196	0.208	0.087	0.097	0.652	0.365	0.279	0.127																				
Merged-chr14-45965783-6	chr14	45963342	45968918	-	5576	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.088	0.015	0.106	0.012	0.235	0.307	0.152	0.12	0.022	0.029	0.175	0.032	0.007	0.06	0.023	0.068	0.113	0.054	0.083	0.046																				
Merged-chr7-144039649-4	chr7	144038352	144041026	+	2674	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.134	0.212	0.132	0.248	0.2	0.154	0.214	0.143	0.701	0.052	0.29	0.03	0.153	0.272	0.039	0.028	0.121	0.031	0.298	0.062																				
Merged-chr2-192243360-2	chr2	192242207	192244513	-	2306	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.007	0	0.029	0	0	0	0	0	0.01	0.016	0	0	0.008	0.018	0.066	0	0.014	0.019	0																				
Merged-chr14-87201422-7	chr14	87197135	87204199	+	7064	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.005	0	0.005	0.023	0.015	0.003	0.013	0	0.01	0.015	0.003	0	0.005	0	0	0.024	0.013	0	0																				
Merged-chrX-152366871-2	chrX	152365660	152368083	-	2423	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr3-90121537-4	chr3	90119517	90123177	-	3660	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.01	0	0	0	0	0	0.005	0	0.011	0	0	0	0.011	0.003	0	0																				
Merged-chr7-31508843-8	chr7	31505674	31512792	-	7118	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.031	0.07	0.044	0.042	0.08	0.137	0.077	0.06	0.034	0.006	0.023	0.017	0	0.016	0.009	0.027	0.16	0.061	0.045	0.012																				
Merged-chr2-45263665-8	chr2	45260813	45268094	-	7281	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.461	0.056	0.529	0.055	0.689	0.863	0.655	0.681	0.005	0	0.032	0.014	0.017	0.015	0.017	0.005	0.482	0.236	0.015	0.02																				
Merged-chr6_dbb_hap3-517179-2	chr6_dbb_hap3	515889	518470	-	2581	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr9-22660787-10	chr9	22657725	22664860	-	7135	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.013	0.002	0.022	0.005	0.065	0.046	0.035	0.047	0	0.013	0.073	0.006	0.017	0.008	0.012	0.027	0.052	0.022	0.012	0.014																				
